id,name,box_qty,strip_qty,box_purchase,strip_purchase,cost_box,cost_strip,cost_total
1049,شامبو فاتيكا 180ملل,0,0,47.50,47.50,0.00,0.00,0.00
1050,شامبو فاتيكا 350ملل,1,1,73.75,73.75,73.75,73.75,147.50
1054,شامبو فاتيكا جرجير وزيتون 360ملل,1,1,58.00,58.00,58.00,58.00,116.00
1057,شامبو فاتيكا للشعر العادي 400 م,1,1,58.00,58.00,58.00,58.00,116.00
1055,شامبو فاتيكا يحافظ علي الرطوبه,1,1,58.00,58.00,58.00,58.00,116.00
1056,شامبو فتيكا للحمايه من تساقط الشعر,1,1,58.00,58.00,58.00,58.00,116.00
1030,شامبو فيانسيه اليمون والالوفيرا,1,1,53.35,53.35,53.35,53.35,106.70
1047,شامبو كلير حريمي 190ملل,0,0,67.00,67.00,0.00,0.00,0.00
1046,شامبو كلير حريمي 400ملل,0,0,100.00,100.00,0.00,0.00,0.00
1045,شامبو كلير رجالي,0,0,100.00,100.00,0.00,0.00,0.00
1048,شامبو كلير رجالي 190ملل,0,0,68.00,68.00,0.00,0.00,0.00
1059,شامبو كليو باترا بزبده الشيا 500 م,0,0,42.62,42.62,0.00,0.00,0.00
1053,شامبو مارولينا للشعر لتر,1,1,92.10,92.10,92.10,92.10,184.20
1824,شامبو منك بزيت الزيتون,1,1,55.00,55.00,55.00,55.00,110.00
28,شامبو هيد اند شولدرز,1,1,160.00,160.00,160.00,160.00,320.00
1052,شامبو وبلسم دياموند لتر,1,0,44.00,44.00,44.00,0.00,44.00
1039,شامبو وبلسم سباركل,0,0,71.50,71.50,0.00,0.00,0.00
1040,شامبو وبلسم سباركل,1,1,71.50,71.50,71.50,71.50,143.00
1041,شامبو وبلسم سباركل,1,1,71.50,71.50,71.50,71.50,143.00
1042,شامبو وبلسم سباركل,1,1,71.50,71.50,71.50,71.50,143.00
1966,شان جل مرطب 60مل,1,1,75.00,75.00,75.00,75.00,150.00
1008,شاور جل رودى خوخ 2لتر,0,0,41.50,41.50,0.00,0.00,0.00
1007,شاور جل رودى سهر الليالى 2لتر,0,0,41.50,41.50,0.00,0.00,0.00
1002,شاور دوش لتر,0,0,65.00,65.00,0.00,0.00,0.00
1010,شاور مود 750مل,1,0,68.75,68.75,68.75,0.00,68.75
2216,شاور مود احمر 750,1,1,65.00,65.00,65.00,65.00,130.00
2250,شاى اخضر نقى,1,1,27.96,27.96,27.96,27.96,55.92
775,شاي رجيم رويال صغير,0,24,18.17,18.17,0.00,436.08,436.08
774,شاي رجيم رويال كبير,0,0,32.71,32.71,0.00,0.00,0.00
1484,شفاط ثدي اليجو نيو,2,1,16.00,16.00,32.00,16.00,48.00
2300,شفاط مخاط,1,1,30.77,30.77,30.77,30.77,61.54
1334,شفرات دوركو حريمى بينك,0,0,66.75,16.69,0.00,0.00,0.00
1891,شفره فلامنجوو,1,1,14.00,14.00,14.00,14.00,28.00
1665,شكاكه سكر,1,28,29.45,1.05,29.45,29.45,58.90
2239,شوجارلو بلس 50/1000 مجم اقراص,1,3,102.00,34.00,102.00,102.00,204.00
2059,شيت ماسك ستاركي,1,4,22.00,5.50,22.00,22.00,44.00
1746,صابةنه ديتول بينك 85جم,0,0,18.97,18.97,0.00,0.00,0.00
1227,صابون انجليش ليزر 125  احمر,1,1,14.33,14.33,14.33,14.33,28.66
1228,صابون انجليش ليزر 125 ازرق,1,1,14.33,14.33,14.33,14.33,28.66
1137,صابون جلسرين خمس خمسات,3,2,18.00,18.00,54.00,36.00,90.00
1136,صابون خمس خمسات كبريت,1,0,14.00,14.00,14.00,0.00,14.00
1122,صابون دوف قالب كريم جمال,1,1,29.50,29.50,29.50,29.50,59.00
1025,صابون ديتول 125جرام,2,2,23.37,23.37,46.74,46.74,93.48
1026,صابون ديتول 90جرام,1,1,19.00,19.00,19.00,19.00,38.00
1028,صابون ديتول 90جرام,3,1,19.00,19.00,57.00,19.00,76.00
2102,صابون ديتول كبيره,1,1,36.75,36.75,36.75,36.75,73.50
1123,صابون ديتول لبشره ناعمة الملمس,2,2,29.50,29.50,59.00,59.00,118.00
1027,صابون ديتول مغذي 90جرام,1,0,19.00,19.00,19.00,0.00,19.00
1556,صابون فينتامور,1,1,57.36,57.36,57.36,57.36,114.72
977,صابون لايف بوي 125,1,0,19.70,19.70,19.70,0.00,19.70
1277,صابون مغربي بوبانا بزيت الزيتون,1,1,44.75,44.75,44.75,44.75,89.50
1541,صابونة ديتول 115م ازرق كول,0,0,24.00,24.00,0.00,0.00,0.00
2338,صابونه ديتول,1,1,35.90,35.90,35.90,35.90,71.80
1745,صابونه ديتول 115جم بينك,0,0,24.25,24.25,0.00,0.00,0.00
2000,صابونه ديتول بينك 175 جرام,1,1,37.50,37.50,37.50,37.50,75.00
22,صابونه ستارفيل,1,1,35.00,35.00,35.00,35.00,70.00
18,صابونه كبريت,0,0,18.00,18.00,0.00,0.00,0.00
1417,صبغه جاوي,3,3,7.25,7.25,21.75,21.75,43.50
1663,صبغه يود,2,2,5.99,5.99,11.98,11.98,23.96
1130,صن سويت بخلاصة الزليمون للبشره الدهنيه,2,2,9.75,9.75,19.50,19.50,39.00
1129,صن سويت بخلاصة الزيتون للبشره الجافه,6,6,9.75,9.75,58.50,58.50,117.00
1128,صن سويت بخلاصة العسل للبشره الحساسه,0,0,9.75,9.75,0.00,0.00,0.00
1127,صن سويت بخلاصة الورد للبشره العاديه,6,0,9.75,9.75,58.50,0.00,58.50
1429,صنفره زيدورا لتفتيح البشره بالخيار,1,1,28.75,28.75,28.75,28.75,57.50
2313,صوياميد كبسول,1,3,234.00,78.00,234.00,234.00,468.00
1820,عضاضه عاديه لاكى بيبي,1,1,14.60,14.60,14.60,14.60,29.20
1819,عضاضه مائيه لاكى بيبي,2,2,32.00,32.00,64.00,64.00,128.00
1281,عضاضه مايه  الجو,0,0,17.25,17.25,0.00,0.00,0.00
1140,غرناطه كريم للشعر الارجان,1,1,106.00,106.00,106.00,106.00,212.00
1141,غرناطه كريم للشعر بذبدة شيا غانا,1,1,106.00,106.00,106.00,106.00,212.00
1152,غسول ايفا مزيل للوجه 150مل,0,0,46.25,46.25,0.00,0.00,0.00
1233,غسول بوبانا 50 م بالفحم,1,1,27.00,27.00,27.00,27.00,54.00
1155,غسول بوبانا وجه بفيتامين سى 50مل,2,2,27.00,27.00,54.00,54.00,108.00
1416,غسول خلات الرصاص,6,6,7.75,7.75,46.50,46.50,93.00
27,غسول ستارفيل,3,3,95.00,95.00,285.00,285.00,570.00
1345,غطاء للعين,3,2,1.15,1.15,3.45,2.30,5.75
51,غلو اند لافلي,3,2,27.50,27.50,82.50,55.00,137.50
73,فا بليه مزيل,2,2,45.00,45.00,90.00,90.00,180.00
1669,فاتيكا حمام كريم 225مجم,1,1,35.30,35.30,35.30,35.30,70.60
2082,فاتيكا حمام كريم اكياس,6,6,7.90,7.90,47.40,47.40,94.80
2062,فاتيكا حمام كريم خروع صغير,1,1,36.00,36.00,36.00,36.00,72.00
74,فاتيكا شامبو اسود 360 مل,1,1,53.00,53.00,53.00,53.00,106.00
1246,فاتيكا كريم 125  لوز,0,0,42.67,42.67,0.00,0.00,0.00
1244,فاتيكا كريم 125 حناء ولوز,0,0,42.67,42.67,0.00,0.00,0.00
1243,فاتيكا كريم 125 صبار و زيتون,0,0,42.67,42.67,0.00,0.00,0.00
1241,فاتيكا كريم 125 ليمون,1,1,42.67,42.67,42.67,42.67,85.34
1245,فاتيكا كريم 125جوز هند,1,1,42.67,42.67,42.67,42.67,85.34
1259,فاتيكا كريم 190  صبار وزيتون,0,0,58.20,58.20,0.00,0.00,0.00
1258,فاتيكا كريم 190 جوز هند,1,1,58.20,58.20,58.20,58.20,116.40
1256,فاتيكا كريم 190 حناء ولوز,1,1,58.20,58.20,58.20,58.20,116.40
1257,فاتيكا كريم 190 زبدة شيا,1,1,58.20,58.20,58.20,58.20,116.40
1260,فاتيكا كريم الارجان  65ملل,0,0,22.50,22.50,0.00,0.00,0.00
1261,فاتيكا كريم الحبه السوداء  65ملل,0,0,22.50,22.50,0.00,0.00,0.00
1262,فاتيكا كريم اللوز  65ملل,0,0,22.50,22.50,0.00,0.00,0.00
1263,فاتيكا كريم الليمون و شجرة الشاي 65ملل,2,2,22.50,22.50,45.00,45.00,90.00
2272,فاتيكا كريم بالصبار 65 مل,1,1,22.66,22.66,22.66,22.66,45.32
1264,فاتيكا كريم جوز الهند 65ملل,0,0,22.50,22.50,0.00,0.00,0.00
1265,فاتيكا كريم زبدة الشيا 65ملل,0,0,22.50,22.50,0.00,0.00,0.00
2063,فاتيكا كريم لوز 190مل,1,1,55.00,55.00,55.00,55.00,110.00
1242,فاتيما كريم 125 ارجان,0,0,42.67,42.67,0.00,0.00,0.00
2143,فاجيل مطهر بودره مهبلى,16,16,2.24,2.24,35.84,35.84,71.68
2058,فاردينا 20 اقراص,5,20,30.00,7.50,150.00,150.00,300.00
883,فاركو تليليام  شراب,1,1,19.20,19.20,19.20,19.20,38.40
786,فاركوسين كريم,1,0,16.72,16.72,16.72,0.00,16.72
787,فاركوسين مرهم,1,0,16.72,16.72,16.72,0.00,16.72
732,فاركوفيت ب 12,3,9,29.25,9.75,87.75,87.75,175.50
815,فاركولين محلول,9,8,25.90,25.90,233.10,207.20,440.30
1520,فاروتيتا شراب بالتوت,0,0,126.00,126.00,0.00,0.00,0.00
1779,فاروفيجا 100مجم اقراص,0,2,75.60,25.20,0.00,50.40,50.40
2125,فاريو كريم,1,1,42.70,42.70,42.70,42.70,85.40
1904,فازلين 20مل,0,0,7.35,7.35,0.00,0.00,0.00
1138,فازلين 50ملل,0,0,15.13,15.13,0.00,0.00,0.00
1139,فازلين 70ملل,0,0,19.00,19.00,0.00,0.00,0.00
2274,فازلين بيور 30 مل,0,0,10.00,10.00,0.00,0.00,0.00
1822,فازلين بيور 50 مل,0,0,14.00,14.00,0.00,0.00,0.00
2035,فازلين شفايف بيور,0,0,21.31,21.31,0.00,0.00,0.00
95,فازلين مرطب شفايف حجم وسط,2,2,15.00,15.00,30.00,30.00,60.00
791,فاستاريل ام ار,0,0,135.00,45.00,0.00,0.00,0.00
818,فاستافلام 50مجم اقراص,1,3,24.48,12.24,24.48,36.72,61.20
814,فاستر جيل,2,1,30.00,30.00,60.00,30.00,90.00
795,فاستكيور40مجم,0,1,61.06,30.53,0.00,30.53,30.53
819,فاستل 120مجم,2,4,46.20,23.10,92.40,92.40,184.80
1558,فاستل 180 مجم اقراص,1,2,60.22,30.11,60.22,60.22,120.44
282,فاستم جيل صغير,1,1,16.00,16.00,16.00,16.00,32.00
1588,فاسكون -ان نقط فم,2,2,38.44,38.44,76.88,76.88,153.76
816,فاسكون اقراص,1,2,31.96,15.98,31.96,31.96,63.92
1835,فاكتو اقماع شرجيه,1,2,57.60,28.80,57.60,57.60,115.20
272,فاكتو مرهم,1,1,60.80,60.80,60.80,60.80,121.60
792,فالجيستريل  اقراص,2,2,24.71,24.71,49.42,49.42,98.84
984,فامليا تويلت,17,16,9.00,9.00,153.00,144.00,297.00
2301,فاموتاك 20مجم اقراص,1,2,19.50,9.75,19.50,19.50,39.00
784,فاموتين 20مجم,1,2,29.07,14.54,29.07,29.07,58.14
790,فاموتين 40مجم,2,4,43.61,21.80,87.22,87.22,174.44
1840,فانفيلدا بلس 50/1000مجم اقراص,2,4,95.22,31.74,190.44,126.96,317.40
1871,فانفيلدا بلس 50/850 مجم اقراص,1,1,104.00,104.00,104.00,104.00,208.00
1705,فايركتا 100مجم,1,3,43.56,14.52,43.56,43.56,87.12
1802,فايسيد زيت شعر 60مل,1,1,18.00,18.00,18.00,18.00,36.00
1503,فاين لايف كبار كبير,0,27,422.50,14.08,0.00,380.25,380.25
2144,فاينال تو سبراي,1,1,66.04,66.04,66.04,66.04,132.08
80,فاينسيه بخاخ ابيض,2,2,43.00,43.00,86.00,86.00,172.00
79,فاينسيه بخاخ زيتون,1,0,43.00,43.00,43.00,0.00,43.00
81,فاينيسيه بخاخ صبار,2,2,43.00,43.00,86.00,86.00,172.00
788,فبيوريك 80مجم,1,3,101.41,33.80,101.41,101.41,202.82
1987,فرافيرو 18 مجم عادي اقراص,1,3,135.00,45.00,135.00,135.00,270.00
817,فرافيرو 27عادي برطمان,1,1,96.00,96.00,96.00,96.00,192.00
782,فراكتيليا مساج جل,1,1,50.88,50.88,50.88,50.88,101.76
1288,فرش اسنان اورال كبار,8,8,8.75,8.75,70.00,70.00,140.00
1323,فرش اسنان جنجا اطفال,1,1,6.50,6.50,6.50,6.50,13.00
1324,فرش اسنان سوفت,5,4,21.55,21.55,107.75,86.20,193.95
1303,فرشاه+مشط الجو اطفال,0,0,16.00,16.00,0.00,0.00,0.00
898,فروساك حقن,0,2,363.60,72.72,0.00,145.44,145.44
1064,فريده شاور 1200 م جوز الهند,1,1,123.25,123.25,123.25,123.25,246.50
1543,فريده شاور 650 ملل مون لايت,1,1,70.00,70.00,70.00,70.00,140.00
1065,فريده شاور جوز الهند والارجان 650 م,1,1,71.00,71.00,71.00,71.00,142.00
1162,فريده معطر بالتوت البرى 480م,1,1,36.85,36.85,36.85,36.85,73.70
1161,فريده معطر بالعود480م,0,0,36.85,36.85,0.00,0.00,0.00
1160,فريده معطر رائحه النظافه480م,1,1,36.85,36.85,36.85,36.85,73.70
1585,فريزيدرم كريم,1,1,65.42,65.42,65.42,65.42,130.84
2249,فلاتيديل 40مجم اقراص,1,3,43.14,14.38,43.14,43.14,86.28
599,فلاجيل 500مجم اقراص,3,4,24.14,12.07,72.42,48.28,120.70
258,فلاجيل شراب,3,3,19.24,19.24,57.72,57.72,115.44
1630,فلافيسف شراب,0,0,63.98,63.98,0.00,0.00,0.00
2208,فلافيسف شراب 100مجم,0,0,31.73,31.73,0.00,0.00,0.00
1696,فلاكسوبرايد 5مجم اقراص,2,8,54.57,18.19,109.14,145.52,254.66
1867,فلاكورت 30مجم اقراص,1,2,120.70,60.35,120.70,120.70,241.40
1574,فلدين 20 مجم اقراص,0,0,30.79,30.79,0.00,0.00,0.00
1578,فلدين اقراص 20مجم,1,1,30.79,30.79,30.79,30.79,61.58
1569,فلدين حقن,1,6,46.74,7.79,46.74,46.74,93.48
779,فلوبادكس 8مجم,0,1,128.67,42.89,0.00,42.89,42.89
794,فلوتاك 75مجم,1,2,65.42,32.71,65.42,65.42,130.84
1545,فلورست -ان اقراص,6,12,19.35,9.68,116.10,116.10,232.20
1884,فلورودام اسبراي للفم,1,1,43.89,43.89,43.89,43.89,87.78
1453,فلوكا قطره للعين,1,1,48.18,48.18,48.18,48.18,96.36
2090,فلوكاموكس 1جم امبول,2,2,25.50,25.50,51.00,51.00,102.00
1577,فلوكورال 150 مجم كبسول,2,2,22.23,22.23,44.46,44.46,88.92
1590,فلوموكس 1000 مجم اقراص,1,5,70.74,23.58,70.74,117.90,188.64
2194,فلوموكس 1000مجم حقن,3,3,19.24,19.24,57.72,57.72,115.44
275,فلوموكس 500مجم,1,3,48.99,24.50,48.99,73.48,122.48
532,فليبوتون امبول,2,5,36.72,12.24,73.44,61.20,134.64
789,فليكتور 25جرام جيل,1,1,23.26,23.26,23.26,23.26,46.52
783,فليكتور 50مجم كبسول,1,3,63.24,21.08,63.24,63.24,126.48
2186,فليكس بخاخ,2,2,57.00,57.00,114.00,114.00,228.00
2185,فليكسونيز بخاخ,1,1,96.55,96.55,96.55,96.55,193.10
2240,فليكسيلاكس 50/500 مجم اقراص,1,3,63.00,21.00,63.00,63.00,126.00
1968,فنتوكف شراب بدون السكر,0,0,19.00,19.00,0.00,0.00,0.00
1910,فنجيكان 150مجم اقراص,2,2,33.64,33.64,67.28,67.28,134.56
1847,فنيستيل نقط بالفم,3,3,21.76,21.76,65.28,65.28,130.56
778,فوار فروت,2,18,17.44,2.91,34.88,52.32,87.20
1668,فوج اسبراي 120 مل,1,1,89.47,89.47,89.47,89.47,178.94
1285,فوج بخاخ  ماركو,0,0,93.00,93.00,0.00,0.00,0.00
85,فوج بخاخ ابيض  فى احمر,1,1,93.00,93.00,93.00,93.00,186.00
1287,فوج بخاخ مطلق,0,0,93.00,93.00,0.00,0.00,0.00
86,فوج بخاخ مونارك,2,2,93.00,93.00,186.00,186.00,372.00
84,فوج بخاخ نابليون احمر,1,1,93.00,93.00,93.00,93.00,186.00
2219,فوج بليه,0,0,45.00,45.00,0.00,0.00,0.00
2220,فور مامي اقراص,1,1,123.00,123.00,123.00,123.00,246.00
2167,فوراديل 12ميكروجرام بخاخ,0,4,425.40,70.90,0.00,283.60,283.60
1572,فوربيودس كبسول,0,3,247.80,41.30,0.00,123.90,123.90
1991,فورتامايند 500مجم امبول,1,5,107.50,21.50,107.50,107.50,215.00
529,فورتيموكس بلس قطره,3,3,27.30,27.30,81.90,81.90,163.80
533,فولبرازال40مجم,1,3,134.40,67.20,134.40,201.60,336.00
1907,فولتارين 100جم جل,1,1,72.30,72.30,72.30,72.30,144.60
864,فولتارين 100مجم اقماع شرجيه,1,2,43.20,21.60,43.20,43.20,86.40
2288,فولتارين 50مجم اقراص,1,2,35.20,17.60,35.20,35.20,70.40
1857,فولتارين 75 مجم امبول,0,2,73.43,12.24,0.00,24.48,24.48
2228,فولتارين اس ار 100مجم اقراص,1,2,95.43,47.72,95.43,95.43,190.86
530,فولتارين امبول,3,11,40.30,13.43,120.90,147.77,268.67
781,فولتارين جيل 25جم,1,1,28.35,28.35,28.35,28.35,56.70
780,فولتارين جيل 50جم,1,1,49.43,49.43,49.43,49.43,98.86
1846,فولجا كريم,0,0,49.33,49.33,0.00,0.00,0.00
848,فوليك اسيد 500مجم,4,4,14.60,7.30,58.40,29.20,87.60
2030,فوليكاب 2.5مجم اقراص,0,0,16.61,8.30,0.00,0.00,0.00
109,فوم للحلاقه اكتيف  200 مل,2,1,45.00,45.00,90.00,45.00,135.00
1868,فوميبرك 10مجم اقراص,2,8,48.57,16.19,97.14,129.52,226.66
1711,فوناسيبر 20 مجم اقراص,2,4,74.88,37.44,149.76,149.76,299.52
2333,فونوبرافين 20مجم اقراص,1,2,198.70,99.35,198.70,198.70,397.40
2006,فياترازو لبوس مهبلى,1,1,39.18,39.18,39.18,39.18,78.36
1774,فياجرا 100 مجم اقراص,0,1,114.00,28.50,0.00,28.50,28.50
1207,فيانسيه جل كريم احمر 225 م,2,2,36.30,36.30,72.60,72.60,145.20
1205,فيانسيه جل كريم ضد القشره 225 م,1,1,36.30,36.30,36.30,36.30,72.60
1666,فيانسيه جيل كريم اخضر,1,1,27.90,27.90,27.90,27.90,55.80
1335,فيبكس امبوبه ازرق 15 مجم,0,0,33.17,33.17,0.00,0.00,0.00
1336,فيبكس امبوبه بينك 15 مجم,1,1,32.55,32.55,32.55,32.55,65.10
2217,فيبكس بلية موف,1,1,42.00,42.00,42.00,42.00,84.00
61,فيبكس بليه,1,1,35.00,35.00,35.00,35.00,70.00
1325,فيبكس بليه مزيل عرق,1,1,36.00,36.00,36.00,36.00,72.00
1327,فيبكس بليه مزيل عرق اخضر,2,2,36.00,36.00,72.00,72.00,144.00
1326,فيبكس بليه مزيل عرق بينك,1,1,36.00,36.00,36.00,36.00,72.00
1741,فيبكس صغير 10جم ازرق,0,0,25.99,25.99,0.00,0.00,0.00
2175,فيبكس كريم اخضر 15 مجم,0,0,32.55,32.55,0.00,0.00,0.00
2176,فيبكس كريم رجالى 25,1,1,47.50,47.50,47.50,47.50,95.00
59,فيبكس كريم مزيل عرق,0,0,45.00,45.00,0.00,0.00,0.00
60,فيبكس كريم مزيل عرق,1,1,47.00,47.00,47.00,47.00,94.00
2101,فيبكس كريم مزيل عرق صغير,2,2,25.99,25.99,51.98,51.98,103.96
1678,فيتا سترس اقراص,1,1,46.88,46.88,46.88,46.88,93.76
2048,فيتاترون كبسول,1,3,155.60,51.87,155.60,155.60,311.20
1889,فيتاسيدج اقراص,0,0,38.88,38.88,0.00,0.00,0.00
2126,فيتال هير شامبوو,0,0,116.50,116.50,0.00,0.00,0.00
1594,فيتاماونت للرجال كبسول,1,3,69.20,23.07,69.20,69.20,138.40
1595,فيتاماونت للسيدات كبسول,0,1,69.20,23.07,0.00,23.07,23.07
490,فيتنال مركب بخاخ,1,1,61.60,61.60,61.60,61.60,123.20
469,فيدروب نقط,5,5,19.24,19.24,96.20,96.20,192.40
975,فير اندلفلي صغير,0,0,14.25,14.25,0.00,0.00,0.00
1440,فيرسيرك 16 مجم اقراص,2,7,64.38,21.46,128.76,150.22,278.98
1439,فيرسيرك 24مجم اقراص,1,4,88.80,29.60,88.80,118.40,207.20
1619,فيرم-وان 500 مجم اقراص,1,28,159.20,5.69,159.20,159.20,318.40
2256,فيرميزول شراب,2,2,19.57,19.57,39.14,39.14,78.28
2077,فيرو بولين كبسول,1,3,78.96,26.32,78.96,78.96,157.92
887,فيروترون اقراص,1,3,117.54,39.18,117.54,117.54,235.08
2044,فيروجلوبين ب 12 شراب,1,1,76.00,76.00,76.00,76.00,152.00
777,فيروجلوبين كبسول,2,3,130.85,65.42,261.70,196.28,457.98
1513,فيروستات 200 مجم شراب,3,3,48.80,48.80,146.40,146.40,292.80
2275,فيروستات 400مجم /5مل شراب,1,1,54.07,54.07,54.07,54.07,108.14
867,فيسرا امبولات,1,3,12.00,4.00,12.00,12.00,24.00
785,فيسيرالجين 50 مجم,2,4,30.53,15.26,61.06,61.06,122.12
1863,فيسيرالجين امبول,3,54,72.00,12.00,216.00,648.00,864.00
1646,فيسيرالجين شراب,4,3,27.09,27.09,108.36,81.27,189.63
468,فيفيدول كريم للشعر,0,0,129.20,129.20,0.00,0.00,0.00
2221,فيكسابورت اقراص,0,0,102.60,34.20,0.00,0.00,0.00
235,فيلداجلوز1000/50بلس,1,1,105.84,35.28,105.84,35.28,141.12
2011,فيلوسف 1جم اقراص,1,2,72.02,36.01,72.02,72.02,144.04
1934,فيلوسف 1مجم حقن,2,2,36.19,36.19,72.38,72.38,144.76
2169,فيمتونكس كبسول,1,3,210.52,70.17,210.52,210.52,421.04
851,فيموجيسال اقراص,1,1,55.80,55.80,55.80,55.80,111.60
1502,فينادون شراب,1,1,23.31,23.31,23.31,23.31,46.62
2072,فيناكس اقراص,0,2,111.00,37.00,0.00,74.00,74.00
2315,فينتوكف شراب,3,0,20.00,20.00,60.00,0.00,60.00
1965,فينتوكف شراب بالسكر,0,0,18.97,18.97,0.00,0.00,0.00
2282,فينيتين 50مجم اقراص,0,0,15.00,15.00,0.00,0.00,0.00
2079,فيو سيست 60قرص,0,0,345.90,345.90,0.00,0.00,0.00
2065,فيو سيست اقراص,0,0,185.80,185.80,0.00,0.00,0.00
842,فيوتابان 40,1,2,96.48,48.24,96.48,96.48,192.96
2253,فيوتابان 40مجم حقن,2,2,47.60,47.60,95.20,95.20,190.40
1786,فيوتك نقط للاذن,2,2,16.60,16.60,33.20,33.20,66.40
1789,فيوسي 15مجم كريم,0,0,31.76,31.76,0.00,0.00,0.00
624,فيوسي زون كريم,3,3,36.00,36.00,108.00,108.00,216.00
278,فيوسي كريم,3,3,59.96,59.96,179.88,179.88,359.76
1692,فيوسي مرهم 15مجم,1,0,29.09,29.09,29.09,0.00,29.09
1943,فيوسي مرهم 30مجم,1,1,49.36,49.36,49.36,49.36,98.72
725,فيوسيدرم كريم,4,4,32.91,32.91,131.64,131.64,263.28
1589,فيوسيدين كريم 15 جرام,3,3,43.05,43.05,129.15,129.15,258.30
1547,فيوسيدين مرهم 15 جرام,1,0,33.86,33.86,33.86,0.00,33.86
1548,فيوسيدين مرهم 20 جرام,0,0,41.73,41.73,0.00,0.00,0.00
1718,فيوسيدين30مجم كريم,0,0,95.40,95.40,0.00,0.00,0.00
1980,فيوسيكورت كريم,3,2,79.10,79.10,237.30,158.20,395.50
2107,فيوسيكورت كريم 15 مجم,3,3,39.80,39.80,119.40,119.40,238.80
1391,قربة مايه بطانه لوكس,1,1,60.00,60.00,60.00,60.00,120.00
1390,قربه مايه بلاستك عاديه,0,0,55.00,55.00,0.00,0.00,0.00
1458,قصافه اشكال دبدوب,3,3,10.00,10.00,30.00,30.00,60.00
1895,قصافه صلب,0,0,13.25,13.25,0.00,0.00,0.00
1457,قصافه كبار,1,0,14.00,14.00,14.00,0.00,14.00
1321,قطن اذن 300عود,0,0,11.50,11.50,0.00,0.00,0.00
1825,قطن اذن خشب,2,2,8.00,8.00,16.00,16.00,32.00
1737,قطن اذن خشب كبير,0,0,11.75,11.75,0.00,0.00,0.00
1735,قطن اذن فيونا عود كبير,2,1,13.48,13.48,26.96,13.48,40.44
1164,قطن اذن كبير,4,3,9.25,9.25,37.00,27.75,64.75
107,قطن طبى كبير 100 جرام,3,3,10.20,10.20,30.60,30.60,61.20
108,قطن طبى وسط  50 جرام,19,18,5.10,5.10,96.90,91.80,188.70
111,قطن طبي الصياد 25 جم,36,36,2.80,2.80,100.80,100.80,201.60
1310,قلم كحل ماتك,8,8,11.00,11.00,88.00,88.00,176.00
1992,كابرون 500 مجم اقراص,0,1,81.62,40.81,0.00,40.81,40.81
255,كابرون امبول,0,2,72.00,12.00,0.00,24.00,24.00
2342,كابكسي سيرم رموش,0,0,323.50,323.50,0.00,0.00,0.00
840,كابوتريل 50مجم اقراص,1,2,21.56,10.78,21.56,21.56,43.12
1511,كابوتون 25 مجم اقراص,1,3,25.60,12.80,25.60,38.40,64.00
718,كابوتين 50مجم,3,3,15.60,15.60,46.80,46.80,93.60
2279,كابوزايد 25/50 مجم اقراص,0,2,65.10,21.70,0.00,43.40,43.40
1485,كارباميد كريم 30مجم,1,1,29.14,29.14,29.14,29.14,58.28
1487,كارفالون 25 مجم اقراص,1,2,96.17,48.08,96.17,96.17,192.34
1914,كارفيد 6.25 مجم اقراص,3,9,32.67,10.89,98.01,98.01,196.02
1881,كارنيفيتا فورت,0,0,129.21,43.07,0.00,0.00,0.00
1801,كارو بلس اقراص,1,1,100.00,100.00,100.00,100.00,200.00
2054,كارو معلق شراب,2,1,49.85,49.85,99.70,49.85,149.55
2156,كاست 5مجم اقراص,1,2,41.78,20.89,41.78,41.78,83.56
1790,كاسيروفافيت كريز شراب,0,0,60.66,60.66,0.00,0.00,0.00
1806,كاش كيدز شراب,0,0,65.23,65.23,0.00,0.00,0.00
1598,كافسيد باراسيتامول للاطفال اقماع,3,7,44.59,22.30,133.77,156.06,289.84
726,كافسيد رضع لبوس,7,14,27.30,13.65,191.10,191.10,382.20
2055,كال -بريج  640اقراص,1,3,75.93,25.31,75.93,75.93,151.86
2023,كال ماج د كبسول,0,2,128.80,42.93,0.00,85.87,85.87
1524,كال_ماج كبسول,1,3,107.31,35.77,107.31,107.31,214.62
1169,كالاميل مرطب للجلد100م,2,2,39.20,39.20,78.40,78.40,156.80
1694,كالامين لوسيون,0,0,34.45,34.45,0.00,0.00,0.00
1506,كالدين زنك شراب,0,0,24.00,24.00,0.00,0.00,0.00
2163,كالدين سي اقراص,1,3,70.01,23.34,70.01,70.01,140.02
1712,كالدين سي ك اقراص,1,3,121.60,40.53,121.60,121.60,243.20
2051,كالسي ماكس بلس اقراص,0,0,80.40,26.80,0.00,0.00,0.00
1544,كالسيترون كبسول,2,5,87.08,29.03,174.16,145.13,319.29
1888,كالسيكولاج اقراص,1,2,67.83,33.92,67.83,67.83,135.66
948,كالسيمات 500 مجم كبسول,1,4,16.00,8.00,16.00,32.00,48.00
2118,كالسيوم د3 ف اقراص,1,3,39.72,13.24,39.72,39.72,79.44
2199,كالمير سبراى مرطب,1,1,110.60,110.60,110.60,110.60,221.20
1157,كالهيبارين5000و.د.,3,9,112.77,37.59,338.31,338.31,676.62
1670,كالوبين نقط فم,1,1,49.20,49.20,49.20,49.20,98.40
875,كاندلكان 16 مجم,1,2,43.80,21.90,43.80,43.80,87.60
1841,كاندلكان 4مجم اقراص,1,2,29.20,14.60,29.20,29.20,58.40
