تقرير أسعار المنتجات - Products Price Report

تاريخ التقرير - Report Date: 2026-05-09 23:53:08

اسم المنتج,Product Name,سعر الشراء,Purchase Price,سعر البيع,Selling Price,الكمية,Stock Qty,إجمالي الشراء,Total Purchase,إجمالي البيع,Total Selling,الربح الإجمالي,Total Profit,نسبة الربح %,Profit Margin %
بانثينول سبيكترا كريم شعر,بانثينول سبيكترا كريم شعر,38.08,38.08,59.50,59.50,1,1,38.08,38.08,59.50,59.50,21.42,21.42,56.2,56.2
بانثينول سوفيبنت كريم,بانثينول سوفيبنت كريم,45.50,45.50,65.00,65.00,2,2,91.00,91.00,130.00,130.00,39.00,39.00,42.9,42.9
بانثينول كريم النيل كبير 50 مجم,بانثينول كريم النيل كبير 50 مجم,58.10,58.10,80.00,80.00,1,1,58.10,58.10,80.00,80.00,21.90,21.90,37.7,37.7
بانثينول كريم ماكرو,بانثينول كريم ماكرو,50.97,50.97,70.00,70.00,1,1,50.97,50.97,70.00,70.00,19.03,19.03,37.3,37.3
بانثينول كريم نوفيكس 50 مجم,بانثينول كريم نوفيكس 50 مجم,38.20,38.20,50.00,50.00,1,1,38.20,38.20,50.00,50.00,11.80,11.80,30.9,30.9
بانثينول هيبتا كريم شعر كبار,بانثينول هيبتا كريم شعر كبار,123.10,123.10,165.00,165.00,1,1,123.10,123.10,165.00,165.00,41.90,41.90,34.0,34.0
باندولين شاور  جيل بالموز,باندولين شاور  جيل بالموز,135.95,135.95,175.00,175.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,28.7,28.7
باندولين كريم عادي,باندولين كريم عادي,70.00,70.00,75.00,75.00,1,1,70.00,70.00,75.00,75.00,5.00,5.00,7.1,7.1
باور بي كومبلكس امبول,باور بي كومبلكس امبول,36.50,36.50,48.00,48.00,2,2,73.00,73.00,96.00,96.00,23.00,23.00,31.5,31.5
باور جولد غيار ناموس,باور جولد غيار ناموس,29.00,29.00,45.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,55.2,55.2
باور كابس اقراص,باور كابس اقراص,27.00,27.00,40.00,40.00,4,4,108.00,108.00,160.00,160.00,52.00,52.00,48.1,48.1
باور كولد اند فلو,باور كولد اند فلو,28.50,28.50,42.00,42.00,4,4,114.00,114.00,168.00,168.00,54.00,54.00,47.4,47.4
باوريكتا 10مجم اقراص استحلاب,باوريكتا 10مجم اقراص استحلاب,48.16,48.16,69.00,69.00,1,1,48.16,48.16,69.00,69.00,20.84,20.84,43.3,43.3
باوريكتا 20مجم اقراص,باوريكتا 20مجم اقراص,28.24,28.24,58.00,58.00,2,2,56.48,56.48,116.00,116.00,59.52,59.52,105.4,105.4
باي كيتوجيست150مجم,باي كيتوجيست150مجم,51.30,51.30,81.00,81.00,2,2,102.60,102.60,162.00,162.00,59.40,59.40,57.9,57.9
باي-الكوفان150مجم,باي-الكوفان150مجم,55.89,55.89,81.00,81.00,6,6,335.34,335.34,486.00,486.00,150.66,150.66,44.9,44.9
باي-بروفينيد 150مجم,باي-بروفينيد 150مجم,36.18,36.18,54.00,54.00,1,1,36.18,36.18,54.00,54.00,17.82,17.82,49.3,49.3
ببتك كير 500مجم/500مجم/20مجم اقراص,ببتك كير 500مجم/500مجم/20مجم اقراص,165.60,165.60,230.00,230.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,38.9,38.9
ببرونه اليجو صغيره,ببرونه اليجو صغيره,21.30,21.30,30.00,30.00,2,2,42.60,42.60,60.00,60.00,17.40,17.40,40.8,40.8
ببرونه بابيلز كلاسيك 260مل,ببرونه بابيلز كلاسيك 260مل,120.00,120.00,145.00,145.00,1,1,120.00,120.00,145.00,145.00,25.00,25.00,20.8,20.8
ببرونه فيش كبير,ببرونه فيش كبير,75.60,75.60,90.00,90.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,19.0,19.0
بترو اقراص,بترو اقراص,52.44,52.44,69.00,69.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.6,31.6
بدي اسبلاش ايفا ازرق,بدي اسبلاش ايفا ازرق,167.80,167.80,195.00,195.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,16.2,16.2
بدي اسبلاش ايفا بني,بدي اسبلاش ايفا بني,167.80,167.80,200.00,200.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,19.2,19.2
بدي اسبلاش ايفا بينك,بدي اسبلاش ايفا بينك,167.80,167.80,200.00,200.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,19.2,19.2
بديالايت محلول جفاف,بديالايت محلول جفاف,52.01,52.01,70.00,70.00,2,2,104.02,104.02,140.00,140.00,35.98,35.98,34.6,34.6
بديانو د نقط,بديانو د نقط,59.00,59.00,75.00,75.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,27.1,27.1
بديانو د نقط بالفم,بديانو د نقط بالفم,57.00,57.00,75.00,75.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.6,31.6
بديكورت 100مل شراب,بديكورت 100مل شراب,31.77,31.77,43.00,43.00,1,1,31.77,31.77,43.00,43.00,11.23,11.23,35.3,35.3
بديل الزيت صبار ايفا 250 مل,بديل الزيت صبار ايفا 250 مل,71.00,71.00,95.00,95.00,1,1,71.00,71.00,95.00,95.00,24.00,24.00,33.8,33.8
بديل زيت الو ايفا,بديل زيت الو ايفا,70.00,70.00,90.00,90.00,1,1,70.00,70.00,90.00,90.00,20.00,20.00,28.6,28.6
بديل زيت صبار ايفا,بديل زيت صبار ايفا,77.00,77.00,95.00,95.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,23.4,23.4
برادوزين0.5مجم اقراص استحلاب,برادوزين0.5مجم اقراص استحلاب,22.40,22.40,34.00,34.00,1,1,22.40,22.40,34.00,34.00,11.60,11.60,51.8,51.8
برافوتين 14 كيس,برافوتين 14 كيس,133.20,133.20,180.00,180.00,1,1,133.20,133.20,180.00,180.00,46.80,46.80,35.1,35.1
برايم روز بلاس اقراص,برايم روز بلاس اقراص,132.00,132.00,165.00,165.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25.0,25.0
برفان نيفرداي كبير,برفان نيفرداي كبير,50.00,50.00,79.00,79.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,58.0,58.0
برفكتوديل % 5محلول  موضعي,برفكتوديل % 5محلول  موضعي,64.02,64.02,97.00,97.00,1,1,64.02,64.02,97.00,97.00,32.98,32.98,51.5,51.5
بركسين اقراص,بركسين اقراص,19.38,19.38,34.00,34.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,75.4,75.4
برمنجات البوتاسيوم,برمنجات البوتاسيوم,8.25,8.25,15.00,15.00,2,2,16.50,16.50,30.00,30.00,13.50,13.50,81.8,81.8
برناسورس 15جرام,برناسورس 15جرام,77.00,77.00,110.00,110.00,1,1,77.00,77.00,110.00,110.00,33.00,33.00,42.9,42.9
برو ايفو 120ملل,برو ايفو 120ملل,45.24,45.24,58.00,58.00,3,3,135.72,135.72,174.00,174.00,38.28,38.28,28.2,28.2
بروباميثون كريم 20جم,بروباميثون كريم 20جم,20.40,20.40,30.00,30.00,3,3,61.20,61.20,90.00,90.00,28.80,28.80,47.1,47.1
بروتوفكس20مجم,بروتوفكس20مجم,55.80,55.80,90.00,90.00,1,1,55.80,55.80,90.00,90.00,34.20,34.20,61.3,61.3
بروتوفكس40مجم,بروتوفكس40مجم,77.72,77.72,116.00,116.00,2,2,155.44,155.44,232.00,232.00,76.56,76.56,49.3,49.3
بروتولانز 60مجم اقراص,بروتولانز 60مجم اقراص,100.00,100.00,137.00,137.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.0,37.0
بروتولوك 20مجم اقراص,بروتولوك 20مجم اقراص,44.88,44.88,66.00,66.00,1,1,44.88,44.88,66.00,66.00,21.12,21.12,47.1,47.1
بروتولوك 40مجم اقراص,بروتولوك 40مجم اقراص,55.76,55.76,82.00,82.00,1,1,55.76,55.76,82.00,82.00,26.24,26.24,47.1,47.1
بروجيست 100مجم,بروجيست 100مجم,83.60,83.60,110.00,110.00,2,2,167.20,167.20,220.00,220.00,52.80,52.80,31.6,31.6
بروجيست 200مجم,بروجيست 200مجم,196.80,196.80,246.00,246.00,1,1,196.80,196.80,246.00,246.00,49.20,49.20,25.0,25.0
بروجيست 400مجم لبوس مهبلي,بروجيست 400مجم لبوس مهبلي,220.00,220.00,255.00,255.00,1,1,220.00,220.00,255.00,255.00,35.00,35.00,15.9,15.9
بروستريد5مجم اقراص,بروستريد5مجم اقراص,124.44,124.44,183.00,183.00,2,2,248.88,248.88,366.00,366.00,117.12,117.12,47.1,47.1
بروفين 200مجم,بروفين 200مجم,35.40,35.40,48.00,48.00,2,2,70.80,70.80,96.00,96.00,25.20,25.20,35.6,35.6
بروفين شراب,بروفين شراب,34.76,34.76,44.00,44.00,5,5,173.80,173.80,220.00,220.00,46.20,46.20,26.6,26.6
بروفين400مجم,بروفين400مجم,53.82,53.82,78.00,78.00,3,3,161.46,161.46,234.00,234.00,72.54,72.54,44.9,44.9
بروفين600مجم,بروفين600مجم,66.33,66.33,99.00,99.00,2,2,132.66,132.66,198.00,198.00,65.34,65.34,49.3,49.3
بروكاسوفت1مجم,بروكاسوفت1مجم,83.78,83.78,118.00,118.00,2,2,167.56,167.56,236.00,236.00,68.44,68.44,40.8,40.8
بروكاسوفت2مجم,بروكاسوفت2مجم,83.87,83.87,118.00,118.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,40.7,40.7
بروكسيمول اقراص 0.4,بروكسيمول اقراص 0.4,20.40,20.40,34.00,34.00,3,3,61.20,61.20,102.00,102.00,40.80,40.80,66.7,66.7
بروكسيمول فوار,بروكسيمول فوار,32.76,32.76,52.00,52.00,2,2,65.52,65.52,104.00,104.00,38.48,38.48,58.7,58.7
برونتو جيست 100 مجم حقن,برونتو جيست 100 مجم حقن,182.40,182.40,240.00,240.00,2,2,364.80,364.80,480.00,480.00,115.20,115.20,31.6,31.6
برونتوبلس اقراص,برونتوبلس اقراص,31.05,31.05,40.00,40.00,2,2,62.10,62.10,80.00,80.00,17.90,17.90,28.8,28.8
برونتوجيست 200مجم,برونتوجيست 200مجم,140.16,140.16,192.00,192.00,1,1,140.16,140.16,192.00,192.00,51.84,51.84,37.0,37.0
برونتوجيست 400مجم,برونتوجيست 400مجم,271.56,271.56,372.00,372.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.0,37.0
برونشيكم ايفي شراب,برونشيكم ايفي شراب,73.07,73.07,98.00,98.00,1,1,73.07,73.07,98.00,98.00,24.93,24.93,34.1,34.1
برونشيكم شراب,برونشيكم شراب,59.90,59.90,78.00,78.00,2,2,119.80,119.80,156.00,156.00,36.20,36.20,30.2,30.2
برونكو برو نقط 30مجم,برونكو برو نقط 30مجم,14.43,14.43,19.50,19.50,1,1,14.43,14.43,19.50,19.50,5.07,5.07,35.1,35.1
برونكو فاكسوم للكبار,برونكو فاكسوم للكبار,158.10,158.10,217.00,217.00,1,1,158.10,158.10,217.00,217.00,58.90,58.90,37.3,37.3
برونكوبرو ريتارد كبسول,برونكوبرو ريتارد كبسول,10.64,10.64,14.00,14.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.6,31.6
برونكوبرو شراب,برونكوبرو شراب,22.05,22.05,35.00,35.00,2,2,44.10,44.10,70.00,70.00,25.90,25.90,58.7,58.7
برونكوفين شراب,برونكوفين شراب,16.95,16.95,24.00,24.00,1,1,16.95,16.95,24.00,24.00,7.05,7.05,41.6,41.6
بريتوبرازان 20 مجم اقراص,بريتوبرازان 20 مجم اقراص,99.40,99.40,140.00,140.00,1,1,99.40,99.40,140.00,140.00,40.60,40.60,40.8,40.8
بريجناكير اقراص,بريجناكير اقراص,178.00,178.00,200.00,200.00,1,1,178.00,178.00,200.00,200.00,22.00,22.00,12.4,12.4
بريجناكير للرضاعه اقراص,بريجناكير للرضاعه اقراص,382.00,382.00,480.00,480.00,1,1,382.00,382.00,480.00,480.00,98.00,98.00,25.7,25.7
بريدسول شراب كبير,بريدسول شراب كبير,40.47,40.47,57.00,57.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,40.8,40.8
بريدسول فورت شراب,بريدسول فورت شراب,36.92,36.92,52.00,52.00,1,1,36.92,36.92,52.00,52.00,15.08,15.08,40.8,40.8
بريدنيسولون 5مجم اقراص,بريدنيسولون 5مجم اقراص,58.80,58.80,79.50,79.50,0,0,0.00,0.00,0.00,0.00,0.00,0.00,35.2,35.2
بريدوكايين 15جرام كريم,بريدوكايين 15جرام كريم,23.83,23.83,32.00,32.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,34.3,34.3
بريدوكايين 30جرام,بريدوكايين 30جرام,38.50,38.50,55.00,55.00,2,2,77.00,77.00,110.00,110.00,33.00,33.00,42.9,42.9
بريزولين قطره للعين,بريزولين قطره للعين,16.10,16.10,23.00,23.00,3,3,48.30,48.30,69.00,69.00,20.70,20.70,42.9,42.9
بريستافلام 100مجم اقراص,بريستافلام 100مجم اقراص,73.44,73.44,102.00,102.00,2,2,146.88,146.88,204.00,204.00,57.12,57.12,38.9,38.9
بريستو اقراص,بريستو اقراص,123.30,123.30,160.00,160.00,1,1,123.30,123.30,160.00,160.00,36.70,36.70,29.8,29.8
بريمبران 10مجم اقراص,بريمبران 10مجم اقراص,7.88,7.88,10.50,10.50,3,3,23.64,23.64,31.50,31.50,7.86,7.86,33.2,33.2
بريمونيدين قطره للعين,بريمونيدين قطره للعين,32.00,32.00,44.50,44.50,2,2,64.00,64.00,89.00,89.00,25.00,25.00,39.1,39.1
بريميران امبول,بريميران امبول,45.00,45.00,60.00,60.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33.3,33.3
برينجو لوسيون,برينجو لوسيون,50.54,50.54,70.00,70.00,1,1,50.54,50.54,70.00,70.00,19.46,19.46,38.5,38.5
بسكوبان  امبول,بسكوبان  امبول,38.52,38.52,51.00,51.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,32.4,32.4
بسكوبان امبول,بسكوبان امبول,39.83,39.83,51.00,51.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,28.0,28.0
بسكوبان عادي اقراص 10مجم,بسكوبان عادي اقراص 10مجم,42.29,42.29,56.00,56.00,1,1,42.29,42.29,56.00,56.00,13.71,13.71,32.4,32.4
بكتيكلور 125مجم,بكتيكلور 125مجم,56.21,56.21,73.00,73.00,1,1,56.21,56.21,73.00,73.00,16.79,16.79,29.9,29.9
بكتيكلور250جم,بكتيكلور250جم,107.44,107.44,136.00,136.00,1,1,107.44,107.44,136.00,136.00,28.56,28.56,26.6,26.6
بكسي فريش اسبراي,بكسي فريش اسبراي,41.69,41.69,55.00,55.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.9,31.9
بلادوجرا 25 مجم اقراص,بلادوجرا 25 مجم اقراص,189.40,189.40,255.00,255.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,34.6,34.6
بلاستر 5سم,بلاستر 5سم,32.50,32.50,45.00,45.00,5,5,162.50,162.50,225.00,225.00,62.50,62.50,38.5,38.5
بلاستر صرة,بلاستر صرة,3.20,3.20,5.00,5.00,18,18,57.60,57.60,90.00,90.00,32.40,32.40,56.2,56.2
بلاستر طبي مدور,بلاستر طبي مدور,21.10,21.10,35.00,35.00,2,2,42.20,42.20,70.00,70.00,27.80,27.80,65.9,65.9
بلاستيجيك 20مجم,بلاستيجيك 20مجم,34.96,34.96,46.00,46.00,1,1,34.96,34.96,46.00,46.00,11.04,11.04,31.6,31.6
بلافيكارد75مجم,بلافيكارد75مجم,79.56,79.56,117.00,117.00,1,1,79.56,79.56,117.00,117.00,37.44,37.44,47.1,47.1
بلافيكتونال 75مجم اقراص,بلافيكتونال 75مجم اقراص,55.56,55.56,78.00,78.00,1,1,55.56,55.56,78.00,78.00,22.44,22.44,40.4,40.4
بلافيكس 75مجم,بلافيكس 75مجم,236.36,236.36,311.00,311.00,1,1,236.36,236.36,311.00,311.00,74.64,74.64,31.6,31.6
بلاكونيل 200مجم اقراص,بلاكونيل 200مجم اقراص,182.04,182.04,246.00,246.00,2,2,364.08,364.08,492.00,492.00,127.92,127.92,35.1,35.1
بلانكي كريم مرطب للاطفال,بلانكي كريم مرطب للاطفال,41.60,41.60,55.00,55.00,1,1,41.60,41.60,55.00,55.00,13.40,13.40,32.2,32.2
بلسم اسكاي لتر,بلسم اسكاي لتر,60.00,60.00,82.00,82.00,1,1,60.00,60.00,82.00,82.00,22.00,22.00,36.7,36.7
بلسم اسكاي لتر,بلسم اسكاي لتر,60.00,60.00,82.00,82.00,1,1,60.00,60.00,82.00,82.00,22.00,22.00,36.7,36.7
بلسم بلو لاين لتر للشعر التالف,بلسم بلو لاين لتر للشعر التالف,58.50,58.50,80.00,80.00,1,1,58.50,58.50,80.00,80.00,21.50,21.50,36.8,36.8
بلسم بلو لين بالافوكادو لتر,بلسم بلو لين بالافوكادو لتر,58.50,58.50,80.00,80.00,1,1,58.50,58.50,80.00,80.00,21.50,21.50,36.8,36.8
بلسم شراب كبار,بلسم شراب كبار,60.00,60.00,75.00,75.00,1,1,60.00,60.00,75.00,75.00,15.00,15.00,25.0,25.0
بلسم منعم للشعر بزبده الشيا 500 م,بلسم منعم للشعر بزبده الشيا 500 م,42.62,42.62,55.00,55.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,29.0,29.0
بلسم مينك,بلسم مينك,53.00,53.00,65.00,65.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,22.6,22.6
بلميكورت 0.25 فيال,بلميكورت 0.25 فيال,518.80,518.80,564.00,564.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,8.7,8.7
بلميكورت 0.5 مجم,بلميكورت 0.5 مجم,654.24,654.24,752.00,752.00,1,1,654.24,654.24,752.00,752.00,97.76,97.76,14.9,14.9
بلميكورت 0.5مل,بلميكورت 0.5مل,632.40,632.40,752.00,752.00,1,1,632.40,632.40,752.00,752.00,119.60,119.60,18.9,18.9
بلنديل 5ملجم اقراص,بلنديل 5ملجم اقراص,64.80,64.80,81.00,81.00,2,2,129.60,129.60,162.00,162.00,32.40,32.40,25.0,25.0
بلوب واكس ابيض 170ملل,بلوب واكس ابيض 170ملل,32.75,32.75,45.00,45.00,1,1,32.75,32.75,45.00,45.00,12.25,12.25,37.4,37.4
بلوب واكس اصفر 170ملل,بلوب واكس اصفر 170ملل,31.30,31.30,40.00,40.00,1,1,31.30,31.30,40.00,40.00,8.70,8.70,27.8,27.8
بلوكاتنس 5/160مجم,بلوكاتنس 5/160مجم,102.00,102.00,150.00,150.00,1,1,102.00,102.00,150.00,150.00,48.00,48.00,47.1,47.1
بلوكاتنس 5/80مجم,بلوكاتنس 5/80مجم,82.96,82.96,122.00,122.00,1,1,82.96,82.96,122.00,122.00,39.04,39.04,47.1,47.1
بلوكيوم ديو اتينولول100مجم,بلوكيوم ديو اتينولول100مجم,18.75,18.75,25.00,25.00,1,1,18.75,18.75,25.00,25.00,6.25,6.25,33.3,33.3
بلوكيوم ديو اقراص,بلوكيوم ديو اقراص,17.50,17.50,25.00,25.00,2,2,35.00,35.00,50.00,50.00,15.00,15.00,42.9,42.9
بلولاين شامبو ثوم,بلولاين شامبو ثوم,55.00,55.00,75.00,75.00,2,2,110.00,110.00,150.00,150.00,40.00,40.00,36.4,36.4
بلولين شاور 1000مل,بلولين شاور 1000مل,68.60,68.60,85.00,85.00,2,2,137.20,137.20,170.00,170.00,32.80,32.80,23.9,23.9
بليتال 100مجم,بليتال 100مجم,105.12,105.12,144.00,144.00,1,1,105.12,105.12,144.00,144.00,38.88,38.88,37.0,37.0
بليتال50مجم,بليتال50مجم,85.40,85.40,122.00,122.00,1,1,85.40,85.40,122.00,122.00,36.60,36.60,42.9,42.9
بليجيكا قطره للعين,بليجيكا قطره للعين,21.60,21.60,27.00,27.00,2,2,43.20,43.20,54.00,54.00,10.80,10.80,25.0,25.0
بمبيزان 20 مجم اقراص,بمبيزان 20 مجم اقراص,146.30,146.30,198.00,198.00,1,1,146.30,146.30,198.00,198.00,51.70,51.70,35.3,35.3
بنتافلو شراب,بنتافلو شراب,25.84,25.84,34.00,34.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.6,31.6
بنتاكولد شراب,بنتاكولد شراب,25.60,25.60,32.00,32.00,2,2,51.20,51.20,64.00,64.00,12.80,12.80,25.0,25.0
بنتامكس شراب,بنتامكس شراب,33.81,33.81,49.00,49.00,2,2,67.62,67.62,98.00,98.00,30.38,30.38,44.9,44.9
بنداكس 200مجم اقراص,بنداكس 200مجم اقراص,17.48,17.48,23.00,23.00,4,4,69.92,69.92,92.00,92.00,22.08,22.08,31.6,31.6
بنداكس شراب,بنداكس شراب,28.00,28.00,39.00,39.00,2,2,56.00,56.00,78.00,78.00,22.00,22.00,39.3,39.3
بندولين شاور جيل 300 مل سويت عادي,بندولين شاور جيل 300 مل سويت عادي,120.00,120.00,140.00,140.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,16.7,16.7
بندولين شاور جيل 300 مل فريش ليمون,بندولين شاور جيل 300 مل فريش ليمون,143.00,143.00,175.00,175.00,2,2,286.00,286.00,350.00,350.00,64.00,64.00,22.4,22.4
بندولين كريم 150 مجم اطفال,بندولين كريم 150 مجم اطفال,93.50,93.50,120.00,120.00,1,1,93.50,93.50,120.00,120.00,26.50,26.50,28.3,28.3
بندولين كريم بزبدة الشيا,بندولين كريم بزبدة الشيا,100.50,100.50,125.00,125.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,24.4,24.4
بندولين كريم بزبده الشيا,بندولين كريم بزبده الشيا,119.00,119.00,145.00,145.00,1,1,119.00,119.00,145.00,145.00,26.00,26.00,21.8,21.8
بندولين لوشن 200 مل,بندولين لوشن 200 مل,117.00,117.00,140.00,140.00,1,1,117.00,117.00,140.00,140.00,23.00,23.00,19.7,19.7
بنفورا اقراص,بنفورا اقراص,111.40,111.40,150.00,150.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,34.6,34.6
بوبانا قناع الذهب,بوبانا قناع الذهب,47.00,47.00,75.00,75.00,1,1,47.00,47.00,75.00,75.00,28.00,28.00,59.6,59.6
بوبانا قناع الفحم,بوبانا قناع الفحم,49.50,49.50,70.00,70.00,1,1,49.50,49.50,70.00,70.00,20.50,20.50,41.4,41.4
بوبانا ماسك قناع فيتامين سي 120مل,بوبانا ماسك قناع فيتامين سي 120مل,47.00,47.00,50.00,50.00,1,1,47.00,47.00,50.00,50.00,3.00,3.00,6.4,6.4
بوتاسيوم ام شراب,بوتاسيوم ام شراب,22.82,22.82,29.00,29.00,1,1,22.82,22.82,29.00,29.00,6.18,6.18,27.1,27.1
بودره ايفا قدم,بودره ايفا قدم,32.00,32.00,40.00,40.00,1,1,32.00,32.00,40.00,40.00,8.00,8.00,25.0,25.0
بودره تلك 5 خمسات,بودره تلك 5 خمسات,19.20,19.20,25.00,25.00,3,3,57.60,57.60,75.00,75.00,17.40,17.40,30.2,30.2
بودره تنظيف الاسنان بالمسواك,بودره تنظيف الاسنان بالمسواك,34.65,34.65,45.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,29.9,29.9
